"VarName","VarDesc","Details"
"INQ012","Did {you/you or any family members 16 and older} receive income in {LAST CALENDAR YEAR} from self-employment including business and farm income? [Self-employment means you worked for yourself.]","[INQ_E, INQ_F, INQ_G, INQ_H, INQ_I, INQ_J]
(Questionnaire / Income)"
"INQ020","The next questions are about {your/your combined family} income.  When answering these questions, please remember that by {""income/combined family income""}, I mean {your income/your income plus the income of {NAMES OF OTHER NHANES FAMILY MEMBERS} for {LAST CALENDAR YEAR}.  Did {you/you and OTHER NHANES FAMILY MEMBERS 16+} receive income in {LAST CALENDAR YEAR} from wages and salaries? [Did {you/you or OTHER FAMILY MEMBERS 16+} get paid for work in {LAST CALENDAR YEAR}.]","[INQ_E, INQ_F, INQ_G, INQ_H, INQ_I, INQ_J]
(Questionnaire / Income)"
"INQ030","When answering the next questions about different kinds of income members of your family might have received in {LAST CALENDAR YEAR}, please consider that we also want to know about family members less than 16 years old.  Did {you/you or any family members living here, that is: you or NAME(S) OF OTHER NHANES FAMILY MEMBERS} receive income in {LAST CALENDAR YEAR} from Social Security or Railroad Retirement?","[INQ_E, INQ_F, INQ_G, INQ_H, INQ_I, INQ_J]
(Questionnaire / Income)"
"INQ060","Did {you/you or any family members living here} receive any disability pension [other than Social Security or Railroad Retirement] in {LAST CALENDAR YEAR}?","[INQ_E, INQ_F, INQ_G, INQ_H, INQ_I, INQ_J]
(Questionnaire / Income)"
"INQ080","Did {you/you or any family members living here} receive retirement or survivor pension [other than Social Security or Railroad Retirement or disability pension] in {LAST CALENDAR YEAR}?","[INQ_E, INQ_F, INQ_G, INQ_H, INQ_I, INQ_J]
(Questionnaire / Income)"
"INQ090","Did {you/you or any family members living here} receive Supplemental Security Income [SSI] in {LAST CALENDAR YEAR}?","[INQ_E, INQ_F, INQ_G, INQ_H, INQ_I, INQ_J]
(Questionnaire / Income)"
"INQ132","Did {you/you or any family members living here} receive any cash assistance from a state or county welfare program such as {DISPLAY SPECIFIC STATE PROGRAMS} in {LAST CALENDAR YEAR}?","[INQ_E, INQ_I, INQ_J]
(Questionnaire / Income)"
"INQ132","Did {you/you or any family members living here} receive any cash assistance from a state or county welfare program such as welfare, public assistance, AFDC, or some other program in {LAST CALENDAR YEAR}?","[INQ_F, INQ_G, INQ_H]
(Questionnaire / Income)"
"INQ140","Did {you/you or any family members living here} receive interest from savings or other bank accounts or income from dividends received from stocks or mutual funds or net rental income from property, royalties, estates, or trusts in {LAST CALENDAR YEAR}?","[INQ_E, INQ_F, INQ_G, INQ_H, INQ_I, INQ_J]
(Questionnaire / Income)"
"INQ150","Did {you/you or any family members living here} receive income in {LAST CALENDAR YEAR} from child support, alimony, contributions from family or others, VA payments, worker's compensation, or unemployment compensation?","[INQ_E, INQ_F, INQ_G, INQ_H, INQ_I, INQ_J]
(Questionnaire / Income)"
"INQ244","Do {you/NAMES OF OTHER FAMILY/you and NAMES OF FAMILY MEMBERS} have more than $5,000 in savings at this time?  Please include money in your checking accounts.","[INQ_E, INQ_F, INQ_G, INQ_H]
(Questionnaire / Income)"
"INQ300","Do {you/NAMES OF OTHER FAMILY/you and NAMES OF FAMILY MEMBERS} have more than $20,000 in savings at this time?  Please include money in your checking accounts.","[INQ_I, INQ_J]
(Questionnaire / Income)"
"INQ320","Please look at this card. How do {you/you or anyone who lives in the household} usually get to the store (or stores) where you do most of your grocery shopping?","[INQ_I, INQ_J]
(Questionnaire / Income)"
"KIAQUEX","Question KIQ340, KIQ360, KIQ380: 1=SI, 2=MI","[KIQ]
(Questionnaire / Kidney Conditions)"
"KID028","How many times {have you/has SP} passed a kidney stone?","[KIQ_U_E, KIQ_U_F, KIQ_U_G, KIQ_U_H]
(Questionnaire / Kidney Conditions - Urology)"
"KID182","Was the enlargement due to cancer?","[KIQ_P_B]
(Questionnaire / Prostate Conditions)"
"KID221","How old {were you/was SP} when {you were/he was} first told that {you/he} had prostate cancer?","[L11PSA_C, PSA_D, PSA_F]
(Laboratory / Prostate Specific Antigen (PSA))"
"KIDUQUEX","","[KIQ_U_B, KIQ_U_C]
(Questionnaire / Kidney Conditions - Urology)"
"KIQ005","Many people have leakage of urine.  The next few questions ask about urine leakage.  How often {do you/does SP} have urinary leakage?  Would {you/s/he} say . . .","[KIQ_U_D, KIQ_U_E, KIQ_U_F, KIQ_U_G, KIQ_U_H, KIQ_U_I, KIQ_U_J]
(Questionnaire / Kidney Conditions - Urology)"
"KIQ010","How much urine {do you/does SP} lose each time?  Would {you/s/he} say . . .","[KIQ_U_D, KIQ_U_E, KIQ_U_F, KIQ_U_G, KIQ_U_H, KIQ_U_I, KIQ_U_J]
(Questionnaire / Kidney Conditions - Urology)"
"KIQ020","{Have you/Has SP} ever been told by a doctor or other health professional that {you/s/he} had weak or failing kidneys?  Do not include kidney stones, bladder infections, or incontinence.","[KIQ]
(Questionnaire / Kidney Conditions)"
"KIQ022","{Have you/Has SP} ever been told by a doctor or other health professional that {you/s/he} had weak or failing kidneys?  Do not include kidney stones, bladder infections, or incontinence.","[KIQ_U_B, KIQ_U_C, KIQ_U_D, KIQ_U_E, KIQ_U_F, KIQ_U_G, KIQ_U_H, KIQ_U_I, KIQ_U_J]
(Questionnaire / Kidney Conditions - Urology)"
"KIQ025","In the past 12 months, {have you/has SP} received dialysis (either hemodialysis or peritoneal dialysis)?","[KIQ_U_B, KIQ_U_C, KIQ_U_D, KIQ_U_E, KIQ_U_F, KIQ_U_G, KIQ_U_H, KIQ_U_I, KIQ_U_J]
(Questionnaire / Kidney Conditions - Urology)"
"KIQ026","{Have you/Has SP} ever had kidney stones?","[KIQ_U_E, KIQ_U_F, KIQ_U_G, KIQ_U_H, KIQ_U_I, KIQ_U_J]
(Questionnaire / Kidney Conditions - Urology)"
"KIQ029","In the past 12 months {have you/has SP} passed a kidney stone?","[KIQ_U_I, KIQ_U_J]
(Questionnaire / Kidney Conditions - Urology)"
"KIQ040","In the past 12 months, {Have you/Has SP} had difficult controlling {you/his/her} bladder, including leaking small amounts of urine when {you/s/he} cough {s} or sneeze {s}? {Do not include bladder control difficulties during pregnancy or recovery from childbirth.}","[KIQ]
(Questionnaire / Kidney Conditions)"
"KIQ042","During the past 12 months, {have you/has SP} leaked or lost control of even a small amount of urine with an activity like coughing, lifting or exercise?","[KIQ_U_D, KIQ_U_E, KIQ_U_F, KIQ_U_G, KIQ_U_H, KIQ_U_I, KIQ_U_J]
(Questionnaire / Kidney Conditions - Urology)"
"KIQ042","Many people experience leakage of urine.  The next few questions ask about urine leakage under different conditions.  During the past 12 months, {have/has SP} leaked or lost control of even a small amount of urine with an activity like coughing, lift","[KIQ_U_B, KIQ_U_C]
(Questionnaire / Kidney Conditions - Urology)"
"KIQ043","How frequently does this occur?  Would {you/he/she} say this occurs...","[KIQ_U_B, KIQ_U_C]
(Questionnaire / Kidney Conditions - Urology)"
"KIQ044","During the past 12 months, {have you/has SP} leaked or lost control of even a small amount of urine with an urge or pressure to urinate and {you/he/she} couldn't get to the toilet fast enough?`","[KIQ_U_B, KIQ_U_C, KIQ_U_D, KIQ_U_E, KIQ_U_F, KIQ_U_G, KIQ_U_H, KIQ_U_I, KIQ_U_J]
(Questionnaire / Kidney Conditions - Urology)"
"KIQ045","How frequently does this occur?  Would {you/she/he} say this occurs...","[KIQ_U_B, KIQ_U_C]
(Questionnaire / Kidney Conditions - Urology)"
"KIQ046","During the past 12 months, {have you/has SP} leaked or lost control of even a small amount of urine without an activity like coughing, lifting, or exercise, or an urge to urinate?","[KIQ_U_B, KIQ_U_C, KIQ_U_D, KIQ_U_E, KIQ_U_F, KIQ_U_G, KIQ_U_H, KIQ_U_I, KIQ_U_J]
(Questionnaire / Kidney Conditions - Urology)"
"KIQ047","How frequently does this occur?  Would {you/she/he} say this occurs...","[KIQ_U_B, KIQ_U_C]
(Questionnaire / Kidney Conditions - Urology)"
"KIQ050","During the past 12 months, how much did {your/her/his} leakage of urine bother {you/her/him}?  Please select one of the following choices:","[KIQ_U_B, KIQ_U_C, KIQ_U_D, KIQ_U_E, KIQ_U_F, KIQ_U_G, KIQ_U_H, KIQ_U_I, KIQ_U_J]
(Questionnaire / Kidney Conditions - Urology)"
"KIQ052","During the past 12 months, how much did {you/her/his} leakage of urine affect {you/her/his} day-to-day activities?  Please select one of the following choices:","[KIQ_U_B, KIQ_U_C, KIQ_U_D]
(Questionnaire / Kidney Conditions - Urology)"
"KIQ052","During the past 12 months, how much did {your/her/his} leakage of urine affect {your/her/his} day-to-day activities?  Please select one of the following choices:","[KIQ_U_E, KIQ_U_F, KIQ_U_G, KIQ_U_H, KIQ_U_I, KIQ_U_J]
(Questionnaire / Kidney Conditions - Urology)"
"KIQ060","How frequently does this occur?  Would {you/she/he} say this occurs...","[KIQ]
(Questionnaire / Kidney Conditions)"
"KIQ080","{Do you/Does SP} usually have trouble starting to urinate (pass water)?","[KIQ]
(Questionnaire / Kidney Conditions)"
"KIQ081","The next set of questions is about men's health including urinary and prostate problems.  The prostate is a gland located just below the bladder.  Do you usually have trouble starting to urinate (pass water)?","[KIQ_P_B, KIQ_P_C, KIQ_P_D, KIQ_P_E]
(Questionnaire / Prostate Conditions)"
"KIQ100","After urinating (passing water),does {your/SP's} bladder feel empty?","[KIQ]
(Questionnaire / Kidney Conditions)"
"KIQ101","After urinating (passing water), does your bladder feel empty?","[KIQ_P_B, KIQ_P_C, KIQ_P_D, KIQ_P_E]
(Questionnaire / Prostate Conditions)"
"KIQ106","Have you ever been told by a doctor or health professional that you have any disease of the prostate?  This includes an enlarged prostate.","[KIQ_P_B, KIQ_P_C]
(Questionnaire / Prostate Conditions)"
"KIQ110","Are you willing to have your blood tested for PSA?","[L11PSA_B, L11PSA_C, PSA_D, PSA_E, PSA_F]
(Laboratory / Prostate specific antigen (PSA), Laboratory / Prostate Specific Antigen (PSA))"
"KIQ115","{Do you/does SP} have an infection or inflammation of the prostate gland at the present time?","[L11PSA_B, L11PSA_C, PSA_D, PSA_E, PSA_F]
(Laboratory / Prostate specific antigen (PSA), Laboratory / Prostate Specific Antigen (PSA))"
"KIQ120","{Have you/Has SP} ever been told by a doctor or health professional that {you/he} had an enlarged prostate gland?","[KIQ]
(Questionnaire / Kidney Conditions)"
"KIQ121","Have you ever been told by a doctor or health professional that you had an enlarged prostate gland?","[KIQ_P_B, KIQ_P_C, KIQ_P_D, KIQ_P_E]
(Questionnaire / Prostate Conditions)"
"KIQ140","Was it a benign enlargement, also called benignprostatic hypertrophy?","[KIQ]
(Questionnaire / Kidney Conditions)"
"KIQ141","Was it a benign enlargement - that is, not cancerous, also called benign prostatic hypertrophy?","[KIQ_P_B, KIQ_P_C, KIQ_P_D, KIQ_P_E]
(Questionnaire / Prostate Conditions)"
"KIQ160","How old {were you/was SP} when {you were/he weas} first told that {you/he} had benign enlargement of the prostate gland?","[KIQ]
(Questionnaire / Kidney Conditions)"
"KIQ161","How old were you when you were first told that you had benign enlargement of the prostate gland?","[KIQ_P_B, KIQ_P_C, KIQ_P_D, KIQ_P_E]
(Questionnaire / Prostate Conditions)"
"KIQ180","Was the enlargement due to cancer?","[KIQ]
(Questionnaire / Kidney Conditions)"
"KIQ182","Was the enlargement due to cancer?","[KIQ_P_C, KIQ_P_D, KIQ_P_E]
(Questionnaire / Prostate Conditions)"
"KIQ185","{Have you/Has SP} had a rectal exam in the last 7 days?","[L11PSA_B, L11PSA_C, PSA_D, PSA_E, PSA_F]
(Laboratory / Prostate specific antigen (PSA), Laboratory / Prostate Specific Antigen (PSA))"
"KIQ190","{Have you/Has SP} had a prostate biopsy in the last 4 weeks?","[L11PSA_B, L11PSA_C]
(Laboratory / Prostate specific antigen (PSA), Laboratory / Prostate Specific Antigen (PSA))"
"KIQ191","{Have you/Has SP} had a prostate biopsy or other prostate surgery in the last 4 weeks?","[PSA_D, PSA_E, PSA_F]
(Laboratory / Prostate Specific Antigen (PSA))"
"KIQ195","{Have you/Has SP} had a cystoscopy in the last 4 weeks? (Cystoscopy is an internal examination of the prostate and bladder using a flexible tube-like instrument with a lens inserted through the penis.)","[L11PSA_B, L11PSA_C, PSA_D, PSA_E, PSA_F]
(Laboratory / Prostate specific antigen (PSA), Laboratory / Prostate Specific Antigen (PSA))"
"KIQ200","{Have you/Has SP} ever been told by a doctor or health professional that {you/he} had prostate cancer?","[KIQ]
(Questionnaire / Kidney Conditions)"
"KIQ201","{Have you/Has SP} ever been told by a doctor or health professional that {you/he} had prostate cancer?","[L11PSA_B, L11PSA_C, PSA_D, PSA_E, PSA_F]
(Laboratory / Prostate specific antigen (PSA), Laboratory / Prostate Specific Antigen (PSA))"
"KIQ220","How old {were you/was SP} when {you were/he was} first told that {you/he} had prostate cancer?","[KIQ]
(Questionnaire / Kidney Conditions)"
"KIQ221","How old {were you/was SP} when {you were/he was} first told that {you/he} had prostate cancer?","[L11PSA_B, PSA_E]
(Laboratory / Prostate specific antigen (PSA), Laboratory / Prostate Specific Antigen (PSA))"
"KIQ240","{Have you/Has SP} ever had surgery on {your/his/her} prostate gland?","[KIQ]
(Questionnaire / Kidney Conditions)"
"KIQ241","{Have you/Has SP} ever had surgery on {your/his} prostate?","[L11PSA_B, L11PSA_C, PSA_D, PSA_E, PSA_F]
(Laboratory / Prostate specific antigen (PSA), Laboratory / Prostate Specific Antigen (PSA))"
"KIQ260","Was it for an enlarged prostate gland that wasn't due to cancer?","[KIQ]
(Questionnaire / Kidney Conditions)"
"KIQ280","Was the surgery for cancer of the prostate gland?","[KIQ]
(Questionnaire / Kidney Conditions)"
"KIQ281","Was the surgery for cancer of the prostate gland?","[L11PSA_B, L11PSA_C]
(Laboratory / Prostate specific antigen (PSA), Laboratory / Prostate Specific Antigen (PSA))"
"KIQ282","{Have you/Has SP} had surgery for prostate cancer?","[PSA_D, PSA_E, PSA_F]
(Laboratory / Prostate Specific Antigen (PSA))"
"KIQ300","{Have you/Has SP} ever had radiation treatments for prostate cancer?","[KIQ]
(Questionnaire / Kidney Conditions)"
"KIQ301","{Have you/Has SP} ever had radiation treatments for prostate cancer?","[L11PSA_B, L11PSA_C, PSA_D, PSA_E, PSA_F]
(Laboratory / Prostate specific antigen (PSA), Laboratory / Prostate Specific Antigen (PSA))"
"KIQ311","{Have you/Has SP} ever taken prescribed medicines for prostate cancer?","[L11PSA_B, L11PSA_C, PSA_D, PSA_E, PSA_F]
(Laboratory / Prostate specific antigen (PSA), Laboratory / Prostate Specific Antigen (PSA))"
"KIQ320","{Have you/Has SP} ever had a blood test that {you/his} doctor told {you/him} was being used to check for prostate cancer, called PSA, or Prostate Specific Antigen?","[KIQ]
(Questionnaire / Kidney Conditions)"
"KIQ321","Have you ever had a blood test that your doctor told you was being used to check for prostate cancer, called PSA, or Prostate Specific Antigen?","[KIQ_P_B, KIQ_P_C]
(Questionnaire / Prostate Conditions)"
"KIQ340","{Have you/Has SP} ever had a rectal examination?","[KIQ]
(Questionnaire / Kidney Conditions)"
"KIQ341","Have you ever had a rectal examination?  A rectal exam is when a finger is inserted in the rectum or bottom to check for problems.","[KIQ_P_B, KIQ_P_C]
(Questionnaire / Prostate Conditions)"
"KIQ360","Was this done to check for prostate cancer?","[KIQ]
(Questionnaire / Kidney Conditions)"
"KIQ361","Have you ever had a rectal examination to check for prostate cancer?","[KIQ_P_D, KIQ_P_E]
(Questionnaire / Prostate Conditions)"
"KIQ361","Was this done to check for prostate cancer?","[KIQ_P_B, KIQ_P_C]
(Questionnaire / Prostate Conditions)"
"KIQ380","Was this done to check for blood in the stool?","[KIQ]
(Questionnaire / Kidney Conditions)"
"KIQ381","Was this done to check for blood in the stool?","[KIQ_P_B, KIQ_P_C]
(Questionnaire / Prostate Conditions)"
